"","X","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","human100km","human50km","human25km","MPA","STATUS_YR"
"7178",7178,2004,"25-Nov-04","Eel Garden North","Egypt",28.5051,34.5202,5,"Bleaching (% of population)",0,"ERG001",7.13,297.28,191242.785217313,46826.4028244652,6106.2216912508,"Non MPA",NA
"7179",7179,2012,"18-May-12","Lighthouse","Egypt",28.4994,34.5215,4,"Bleaching (% of population)",0,"ERG001",0,297.14,191133.608579664,47798.4501629509,6074.60751354694,"MPA","1996"
"7180",7180,2012,"18-May-12","Lighthouse","Egypt",28.4994,34.5215,11,"Bleaching (% of population)",0,"ERG001",0,297.14,191133.608579664,47798.4501629509,6074.60751354694,"MPA","1996"
"7181",7181,2005,"05-Aug-05","Dahab Lighthouse","Egypt",28.4988,34.5205,8.5,"Bleaching (% of population)",0,"ERG001",2.3,300.47,190910.615480451,47798.4501629509,6074.60751354694,"Non MPA",NA
"7182",7182,2006,"27-Jul-06","Dahab Lighthouse","Egypt",28.4988,34.5205,8.3,"Bleaching (% of population)",4,"ERG001",2.57,300.42,190910.615480451,47798.4501629509,6074.60751354694,"Non MPA",NA
"7183",7183,2004,"22-Nov-04","Islands","Egypt",28.4833,34.5167,3,"Bleaching (% of population)",1,"ERG001",5.83,298.78,189916.444621941,51104.5952458419,6336.00899517536,"MPA","1996"
"7184",7184,2004,"22-Nov-04","Islands","Egypt",28.4833,34.5167,8,"Bleaching (% of population)",2,"ERG001",5.83,298.78,189916.444621941,51104.5952458419,6336.00899517536,"MPA","1996"
"7185",7185,2008,"07-Mar-08","Kalawy B","Egypt",26.5104,34.0719,5,"Bleaching (% of population)",0,"ERG001",0,294.725,219119.251218414,30718.5895272419,7368.88546764106,"Non MPA",NA
"7186",7186,2008,"08-Mar-08","Kalawy B","Egypt",26.5104,34.0719,10,"Bleaching (% of population)",0,"ERG001",0,294.725,219119.251218414,30718.5895272419,7368.88546764106,"Non MPA",NA
"7187",7187,2009,"15-Jun-09","Kalawy B","Egypt",26.5104,34.0719,5,"Bleaching (% of population)",0,"ERG001",0,299.8125,219119.251218414,30718.5895272419,7368.88546764106,"Non MPA",NA
"7188",7188,2009,"15-Jun-09","Kalawy B","Egypt",26.5104,34.0719,10,"Bleaching (% of population)",0,"ERG001",0,299.8125,219119.251218414,30718.5895272419,7368.88546764106,"Non MPA",NA
"7189",7189,2008,"05-Mar-08","Kalawy A","Egypt",26.5086,34.0726,10,"Bleaching (% of population)",0,"ERG001",0,294.725,219109.262792206,30750.6330758259,7368.88546764106,"Non MPA",NA
"7190",7190,2008,"06-Mar-08","Kalawy A","Egypt",26.5086,34.0726,5,"Bleaching (% of population)",0,"ERG001",0,294.725,219109.262792206,30750.6330758259,7368.88546764106,"Non MPA",NA
"7191",7191,2009,"16-Jun-09","Kalawy A","Egypt",26.5086,34.0726,5,"Bleaching (% of population)",0,"ERG001",0,299.8125,219109.262792206,30750.6330758259,7368.88546764106,"Non MPA",NA
"7192",7192,2009,"16-Jun-09","Kalawy A","Egypt",26.5086,34.0726,10,"Bleaching (% of population)",0,"ERG001",0,299.8125,219109.262792206,30750.6330758259,7368.88546764106,"Non MPA",NA
"7193",7193,2009,"13-Dec-09","Sharm Abu Dabab South","Egypt",25.3342,34.7446,3,"Bleaching (% of population)",0,"ERG001",4.6725,297.5375,17143.405183785,3145.33592200968,486.876100311056,"Non MPA",NA
"7194",7194,2009,"17-Dec-09","Sharm Abu Dabab South","Egypt",25.3342,34.7446,8.5,"Bleaching (% of population)",0,"ERG001",4.6725,297.45,17143.405183785,3145.33592200968,486.876100311056,"Non MPA",NA
"7195",7195,2011,"13-Nov-11","Sharm Abu Dabab South","Egypt",25.3342,34.7446,3.5,"Bleaching (% of population)",0,"ERG001",5.48,299.1725,17143.405183785,3145.33592200968,486.876100311056,"Non MPA",NA
"7196",7196,2011,"13-Nov-11","Sharm Abu Dabab South","Egypt",25.3342,34.7446,8.5,"Bleaching (% of population)",0,"ERG001",5.48,299.1725,17143.405183785,3145.33592200968,486.876100311056,"Non MPA",NA
"7197",7197,2013,"12-Jun-13","Sharm Abu Dabab South","Egypt",25.3342,34.7446,3.5,"Bleaching (% of population)",0,"ERG001",7.5225,299.92,17143.405183785,3145.33592200968,486.876100311056,"Non MPA",NA
"7198",7198,2013,"12-Jun-13","Sharm Abu Dabab South","Egypt",25.3342,34.7446,8.5,"Bleaching (% of population)",0,"ERG001",7.5225,299.92,17143.405183785,3145.33592200968,486.876100311056,"Non MPA",NA
"7199",7199,2017,"30-May-17","Sharm Abu Dabab South","Egypt",25.3342,34.7446,3.5,"Bleaching (% of population)",0,"ERG001",2.4925,298.9025,17143.405183785,3145.33592200968,486.876100311056,"Non MPA",NA
"7200",7200,2017,"30-May-17","Sharm Abu Dabab South","Egypt",25.3342,34.7446,8.5,"Bleaching (% of population)",0,"ERG001",2.4925,298.9025,17143.405183785,3145.33592200968,486.876100311056,"Non MPA",NA
"7201",7201,2009,"22-Feb-09","Marsa Shagra North Reef","Egypt",25.2465,34.798,3.5,"Bleaching (% of population)",0,"ERG001",0,296.15,14621.6142088402,1870.45765853617,477.047014305368,"Non MPA",NA
"7202",7202,2009,"22-Feb-09","Marsa Shagra North Reef","Egypt",25.2465,34.798,7.5,"Bleaching (% of population)",0,"ERG001",0,296.15,14621.6142088402,1870.45765853617,477.047014305368,"Non MPA",NA
"7203",7203,2011,"11-Nov-11","Marsa Shagra North Reef","Egypt",25.2465,34.798,3.5,"Bleaching (% of population)",0,"ERG001",5.29,299.29,14621.6142088402,1870.45765853617,477.047014305368,"Non MPA",NA
"7204",7204,2011,"11-Nov-11","Marsa Shagra North Reef","Egypt",25.2465,34.798,8.5,"Bleaching (% of population)",0,"ERG001",5.29,299.29,14621.6142088402,1870.45765853617,477.047014305368,"Non MPA",NA
"7205",7205,2013,"17-Jun-13","Marsa Shagra North Reef","Egypt",25.2465,34.798,3.5,"Bleaching (% of population)",0,"ERG001",4.75,300.1,14621.6142088402,1870.45765853617,477.047014305368,"Non MPA",NA
"7206",7206,2013,"17-Jun-13","Marsa Shagra North Reef","Egypt",25.2465,34.798,8.5,"Bleaching (% of population)",0,"ERG001",4.75,300.1,14621.6142088402,1870.45765853617,477.047014305368,"Non MPA",NA
"7207",7207,2015,"20-Jun-15","Marsa Shagra North Reef","Egypt",25.2465,34.798,3.5,"Bleaching (% of population)",0,"ERG001",4.2,299.64,14621.6142088402,1870.45765853617,477.047014305368,"Non MPA",NA
"7208",7208,2015,"20-Jun-15","Marsa Shagra North Reef","Egypt",25.2465,34.798,8.5,"Bleaching (% of population)",0,"ERG001",4.2,299.64,14621.6142088402,1870.45765853617,477.047014305368,"Non MPA",NA
"7209",7209,2017,"01-Jun-17","Marsa Shagra North Reef","Egypt",25.2465,34.798,3.5,"Bleaching (% of population)",0,"ERG001",1.15,299.27,14621.6142088402,1870.45765853617,477.047014305368,"Non MPA",NA
"7210",7210,2017,"01-Jun-17","Marsa Shagra North Reef","Egypt",25.2465,34.798,8.5,"Bleaching (% of population)",0,"ERG001",1.15,299.27,14621.6142088402,1870.45765853617,477.047014305368,"Non MPA",NA
"7211",7211,2008,"26-Jun-08","Marsa Shaqraa-Hosam Helmy Camp","Egypt",25.2457,34.7983,5,"Bleaching (% of population)",0,"ERG001",0,300.47,14631.4973551262,1870.45765853617,486.877438614145,"Non MPA",NA
"7212",7212,2008,"26-Jun-08","Marsa Shaqraa-Hosam Helmy Camp","Egypt",25.2457,34.7983,10,"Bleaching (% of population)",0,"ERG001",0,300.47,14631.4973551262,1870.45765853617,486.877438614145,"Non MPA",NA
"7213",7213,2009,"12-Dec-09","Marsa Shagra South Reef","Egypt",25.244,34.7986,3.5,"Bleaching (% of population)",0,"ERG001",5.4,297.5,14631.4973551262,1880.30470157359,506.531603882089,"Non MPA",NA
"7214",7214,2009,"12-Dec-09","Marsa Shagra South Reef","Egypt",25.244,34.7986,8,"Bleaching (% of population)",0,"ERG001",5.4,297.5,14631.4973551262,1880.30470157359,506.531603882089,"Non MPA",NA
"7215",7215,2011,"11-Nov-11","Marsa Shagra South Reef","Egypt",25.244,34.7986,3.5,"Bleaching (% of population)",0,"ERG001",6.58,299.28,14631.4973551262,1880.30470157359,506.531603882089,"Non MPA",NA
"7216",7216,2011,"11-Nov-11","Marsa Shagra South Reef","Egypt",25.244,34.7986,8.5,"Bleaching (% of population)",0,"ERG001",6.58,299.28,14631.4973551262,1880.30470157359,506.531603882089,"Non MPA",NA
"7217",7217,2013,"18-Feb-13","Marsa Shagra South Reef","Egypt",25.244,34.7986,3.5,"Bleaching (% of population)",0,"ERG001",3.31,295.99,14631.4973551262,1880.30470157359,506.531603882089,"Non MPA",NA
"7218",7218,2013,"13-Jun-13","Marsa Shagra South Reef","Egypt",25.244,34.7986,3.5,"Bleaching (% of population)",0,"ERG001",4.65,300.03,14631.4973551262,1880.30470157359,506.531603882089,"Non MPA",NA
"7219",7219,2013,"13-Jun-13","Marsa Shagra South Reef","Egypt",25.244,34.7986,8.5,"Bleaching (% of population)",0,"ERG001",4.65,300.03,14631.4973551262,1880.30470157359,506.531603882089,"Non MPA",NA
"7220",7220,2015,"20-Jun-15","Marsa Shagra South Reef","Egypt",25.244,34.7986,3.5,"Bleaching (% of population)",0,"ERG001",4.01,299.52,14631.4973551262,1880.30470157359,506.531603882089,"Non MPA",NA
"7221",7221,2015,"20-Jun-15","Marsa Shagra South Reef","Egypt",25.244,34.7986,8.5,"Bleaching (% of population)",0,"ERG001",4.01,299.52,14631.4973551262,1880.30470157359,506.531603882089,"Non MPA",NA
"7222",7222,2017,"31-May-17","Marsa Shagra South Reef","Egypt",25.244,34.7986,3.5,"Bleaching (% of population)",0,"ERG001",2.09,299.42,14631.4973551262,1880.30470157359,506.531603882089,"Non MPA",NA
"7223",7223,2017,"31-May-17","Marsa Shagra South Reef","Egypt",25.244,34.7986,8.5,"Bleaching (% of population)",0,"ERG001",2.09,299.42,14631.4973551262,1880.30470157359,506.531603882089,"Non MPA",NA
"7224",7224,2017,"31-May-17","Abu Nawas Garden","Egypt",25.2372,34.8001,3.5,"Bleaching (% of population)",0,"ERG001",2.09,299.42,14504.0168911446,1880.76052377317,516.382173607126,"Non MPA",NA
"7225",7225,2017,"31-May-17","Abu Nawas Garden","Egypt",25.2372,34.8001,8.5,"Bleaching (% of population)",0,"ERG001",2.09,299.42,14504.0168911446,1880.76052377317,516.382173607126,"Non MPA",NA
"7226",7226,2010,"12-Feb-10","Marsa Gabel El Rosas","Egypt",25.2083,34.8129,3.5,"Bleaching (% of population)",0,"ERG001",7.35,297.16,14158.7941932309,1863.49631223772,493.046903917566,"Non MPA",NA
"7227",7227,2010,"12-Feb-10","Marsa Gabel El Rosas","Egypt",25.2083,34.8129,8.5,"Bleaching (% of population)",0,"ERG001",7.35,297.16,14158.7941932309,1863.49631223772,493.046903917566,"Non MPA",NA
"7228",7228,2012,"13-Feb-12","Marsa Gabel El Rosas","Egypt",25.2083,34.8129,3.5,"Bleaching (% of population)",0,"ERG001",0,295.46,14158.7941932309,1863.49631223772,493.046903917566,"Non MPA",NA
"7229",7229,2012,"13-Feb-12","Marsa Gabel El Rosas","Egypt",25.2083,34.8129,8.5,"Bleaching (% of population)",0,"ERG001",0,295.46,14158.7941932309,1863.49631223772,493.046903917566,"Non MPA",NA
"7230",7230,2004,"16-May-04","Marsa Assalaya North","Egypt",25.1741,34.8421,6,"Bleaching (% of population)",0,"ERG001",0,296.32,13660.2451074947,1844.76237726901,479.666022727266,"Non MPA",NA
"7231",7231,2004,"16-May-04","Marsa Assalaya North","Egypt",25.1741,34.8421,12,"Bleaching (% of population)",0,"ERG001",0,296.32,13660.2451074947,1844.76237726901,479.666022727266,"Non MPA",NA
"7232",7232,2005,"24-Mar-05","Marsa Assalaya North","Egypt",25.1741,34.8421,5,"Bleaching (% of population)",0,"ERG001",0,294.88,13660.2451074947,1844.76237726901,479.666022727266,"Non MPA",NA
"7233",7233,2007,"02-Oct-07","Marsa Assalaya North","Egypt",25.1741,34.8421,5,"Bleaching (% of population)",0,"ERG001",13.61,301.46,13660.2451074947,1844.76237726901,479.666022727266,"Non MPA",NA
"7234",7234,2007,"02-Oct-07","Marsa Assalaya North","Egypt",25.1741,34.8421,11,"Bleaching (% of population)",0,"ERG001",13.61,301.46,13660.2451074947,1844.76237726901,479.666022727266,"Non MPA",NA
"7235",7235,2010,"13-Feb-10","Marsa Assalai North","Egypt",25.1576,34.8553,3.5,"Bleaching (% of population)",0,"ERG001",6.755,297.0775,13324.1187994866,1815.51526880953,472.809633204713,"Non MPA",NA
"7236",7236,2010,"13-Feb-10","Marsa Assalai North","Egypt",25.1576,34.8553,8.5,"Bleaching (% of population)",0,"ERG001",6.755,297.0775,13324.1187994866,1815.51526880953,472.809633204713,"Non MPA",NA
"7237",7237,2012,"13-Feb-12","Marsa Assalai North","Egypt",25.1576,34.8553,3.5,"Bleaching (% of population)",0,"ERG001",0,295.52,13324.1187994866,1815.51526880953,472.809633204713,"Non MPA",NA
"7238",7238,2012,"13-Feb-12","Marsa Assalai North","Egypt",25.1576,34.8553,8.5,"Bleaching (% of population)",0,"ERG001",0,295.52,13324.1187994866,1815.51526880953,472.809633204713,"Non MPA",NA
"7239",7239,2015,"19-Jun-15","Marsa Assalai North","Egypt",25.1576,34.8553,3.5,"Bleaching (% of population)",0,"ERG001",3.59,299.8075,13324.1187994866,1815.51526880953,472.809633204713,"Non MPA",NA
"7240",7240,2015,"19-Jun-15","Marsa Assalai North","Egypt",25.1576,34.8553,8.5,"Bleaching (% of population)",0,"ERG001",3.59,299.8075,13324.1187994866,1815.51526880953,472.809633204713,"Non MPA",NA
"7241",7241,2010,"10-Feb-10","Shaab Shagra ""Elphinstone""","Egypt",25.3054,34.8624,5,"Bleaching (% of population)",0,"ERG001",7.33,297.31,14542.0638065565,1496.89337850306,274.200782844797,"Non MPA",NA
"7242",7242,2010,"10-Feb-10","Shaab Shagra ""Elphinstone""","Egypt",25.3054,34.8624,8.5,"Bleaching (% of population)",0,"ERG001",7.33,297.31,14542.0638065565,1496.89337850306,274.200782844797,"Non MPA",NA
"7243",7243,2012,"15-Feb-12","Shaab Shagra ""Elphinstone""","Egypt",25.3054,34.8624,5,"Bleaching (% of population)",0,"ERG001",0,295.05,14542.0638065565,1496.89337850306,274.200782844797,"Non MPA",NA
"7244",7244,2012,"15-Feb-12","Shaab Shagra ""Elphinstone""","Egypt",25.3054,34.8624,8.5,"Bleaching (% of population)",0,"ERG001",0,295.05,14542.0638065565,1496.89337850306,274.200782844797,"Non MPA",NA
"7245",7245,2004,"22-May-04","Marsa Samadai North","Egypt",25.0139,34.9268,8,"Bleaching (% of population)",0,"ERG001",0,298.33,9308.67759017031,1844.12599611971,498.315406739712,"Non MPA",NA
"7246",7246,2004,"14-Sep-04","Marsa Samadai North","Egypt",25.0139,34.9268,5,"Bleaching (% of population)",1,"ERG001",0,300.87,9308.67759017031,1844.12599611971,498.315406739712,"Non MPA",NA
"7247",7247,2004,"14-Sep-04","Marsa Samadai North","Egypt",25.0139,34.9268,11,"Bleaching (% of population)",0,"ERG001",0,300.87,9308.67759017031,1844.12599611971,498.315406739712,"Non MPA",NA
"7248",7248,2005,"23-Mar-05","Marsa Samadai North","Egypt",25.0139,34.9268,5.5,"Bleaching (% of population)",0,"ERG001",0,295.16,9308.67759017031,1844.12599611971,498.315406739712,"Non MPA",NA
"7249",7249,2007,"01-Oct-07","Marsa Samadai North","Egypt",25.0139,34.9268,6,"Bleaching (% of population)",0,"ERG001",14.52,301.4,9308.67759017031,1844.12599611971,498.315406739712,"Non MPA",NA
"7250",7250,2007,"01-Oct-07","Marsa Samadai North","Egypt",25.0139,34.9268,12,"Bleaching (% of population)",0,"ERG001",14.52,301.4,9308.67759017031,1844.12599611971,498.315406739712,"Non MPA",NA
"7251",7251,2009,"15-Sep-09","Marsa Samadai North","Egypt",25.0139,34.9268,7.5,"Bleaching (% of population)",0,"ERG001",6.64,300.67,9308.67759017031,1844.12599611971,498.315406739712,"Non MPA",NA
"7252",7252,2012,"13-Sep-12","Marsa Samadai North","Egypt",25.0139,34.9268,5,"Bleaching (% of population)",42,"ERG001",24.79,302.72,9308.67759017031,1844.12599611971,498.315406739712,"Non MPA",NA
"7253",7253,2012,"13-Sep-12","Marsa Samadai North","Egypt",25.0139,34.9268,10,"Bleaching (% of population)",43,"ERG001",24.79,302.72,9308.67759017031,1844.12599611971,498.315406739712,"Non MPA",NA
"7254",7254,2013,"22-Apr-13","Marsa Samadai North","Egypt",25.0139,34.9268,8,"Bleaching (% of population)",0,"ERG001",8.79,297.19,9308.67759017031,1844.12599611971,498.315406739712,"Non MPA",NA
"7255",7255,2014,"09-May-14","Marsa Um Tondoba- 3 Sisters","Egypt",24.9628,34.9416,5,"Bleaching (% of population)",0,"ERG001",8.325,298.5675,7974.52307752836,1928.22714603636,511.414562404156,"Non MPA",NA
"7256",7256,2007,"08-Oct-07","Markas Ratz South","Egypt",24.9675,34.9416,6,"Bleaching (% of population)",0,"ERG001",13.1725,300.51,7942.0909741329,1903.91775692198,501.564211070538,"Non MPA",NA
"7257",7257,2005,"01-Dec-05","Markaz Ratz","Egypt",24.9834,34.9489,10,"Bleaching (% of population)",0,"ERG001",0,297.8575,8280.9782407688,1837.82873285506,470.380815446377,"Non MPA",NA
"7258",7258,2007,"19-Sep-07","Markaz Ratz","Egypt",24.9834,34.9489,12,"Bleaching (% of population)",0,"ERG001",15.995,301.645,8280.9782407688,1837.82873285506,470.380815446377,"Non MPA",NA
"7259",7259,2004,"24-May-04","Marsa Tondoba North","Egypt",24.9694,34.9421,6,"Bleaching (% of population)",0,"ERG001",0.665,298.31,7928.24650649298,1903.91775692198,489.050265014172,"Non MPA",NA
"7260",7260,2004,"18-Sep-04","Marsa Tondoba North","Egypt",24.9694,34.9421,8,"Bleaching (% of population)",0,"ERG001",0,301.095,7928.24650649298,1903.91775692198,489.050265014172,"Non MPA",NA
"7261",7261,2005,"16-May-05","Marsa Tondoba North","Egypt",24.9694,34.9421,5,"Bleaching (% of population)",0,"ERG001",0.7725,299.1275,7928.24650649298,1903.91775692198,489.050265014172,"Non MPA",NA
"7262",7262,2006,"29-May-06","Marsa Tondoba North","Egypt",24.9694,34.9421,5,"Bleaching (% of population)",0,"ERG001",1.5625,300.0825,7928.24650649298,1903.91775692198,489.050265014172,"Non MPA",NA
"7263",7263,2007,"28-May-07","Marsa Tondoba North","Egypt",24.9694,34.9421,5,"Bleaching (% of population)",0,"ERG001",1.6375,299.9275,7928.24650649298,1903.91775692198,489.050265014172,"Non MPA",NA
"7264",7264,2009,"14-Sep-09","Marsa Tondoba North","Egypt",24.9694,34.9421,5,"Bleaching (% of population)",0,"ERG001",5.165,301.145,7928.24650649298,1903.91775692198,489.050265014172,"Non MPA",NA
"7265",7265,2012,"31-Mar-12","Marsa Tondoba North","Egypt",24.9694,34.9421,5.9,"Bleaching (% of population)",0,"ERG001",0,295.83,7928.24650649298,1903.91775692198,489.050265014172,"Non MPA",NA
"7266",7266,2012,"12-Sep-12","Marsa Tondoba North","Egypt",24.9694,34.9421,5,"Bleaching (% of population)",0,"ERG001",23.585,302.785,7928.24650649298,1903.91775692198,489.050265014172,"Non MPA",NA
"7267",7267,2013,"19-Apr-13","Marsa Tondoba North","Egypt",24.9694,34.9421,5,"Bleaching (% of population)",0,"ERG001",7.8225,297.2675,7928.24650649298,1903.91775692198,489.050265014172,"Non MPA",NA
"7268",7268,2014,"21-Mar-14","Marsa Tondoba North","Egypt",24.9694,34.9421,5,"Bleaching (% of population)",0,"ERG001",7.2575,296.6975,7928.24650649298,1903.91775692198,489.050265014172,"Non MPA",NA
"7269",7269,2014,"21-Mar-14","Marsa Um Tondoba Lagoon","Egypt",24.9694,34.9421,5,"Bleaching (% of population)",35,"ERG001",7.2575,296.6975,7928.24650649298,1903.91775692198,489.050265014172,"Non MPA",NA
"7270",7270,2007,"23-Sep-07","Checkpoint","Egypt",24.9531,34.9428,12,"Bleaching (% of population)",0,"ERG001",15.995,301.645,7812.32275159228,1947.98665011246,511.447825610638,"Non MPA",NA
"7271",7271,2004,"12-Sep-04","Torfa Heaven","Egypt",24.9769,34.9459,11,"Bleaching (% of population)",0,"ERG001",0,300.9125,8066.86178759802,1837.82873285506,479.203221976757,"Non MPA",NA
"7272",7272,2005,"18-Sep-05","Torfa Heaven","Egypt",24.9769,34.9459,6,"Bleaching (% of population)",0,"ERG001",3.9425,301.76,8066.86178759802,1837.82873285506,479.203221976757,"Non MPA",NA
"7273",7273,2005,"18-Sep-05","Torfa Heaven","Egypt",24.9769,34.9459,14,"Bleaching (% of population)",0,"ERG001",3.9425,301.76,8066.86178759802,1837.82873285506,479.203221976757,"Non MPA",NA
"7274",7274,2006,"30-Sep-06","Torfa Heaven","Egypt",24.9769,34.9459,5,"Bleaching (% of population)",0,"ERG001",3.0975,302.335,8066.86178759802,1837.82873285506,479.203221976757,"Non MPA",NA
"7275",7275,2005,"10-May-05","Marsa Tondoba/3 Sisters","Egypt",24.9417,34.9483,5,"Bleaching (% of population)",0,"ERG001",1.545,298.23,7405.85157914031,1921.60539257843,521.357960879803,"Non MPA",NA
"7276",7276,2007,"22-Sep-07","Marsa Tondoba/3 Sisters","Egypt",24.9417,34.9483,6,"Bleaching (% of population)",0,"ERG001",15.14,301.71,7405.85157914031,1921.60539257843,521.357960879803,"Non MPA",NA
"7277",7277,2012,"25-May-12","Marsa Tondoba/3 Sisters","Egypt",24.9417,34.9483,5,"Bleaching (% of population)",0,"ERG001",2.55,297.95,7405.85157914031,1921.60539257843,521.357960879803,"Non MPA",NA
"7278",7278,2010,"09-Feb-10","Marsa Nakari North","Egypt",24.9286,34.9635,3.5,"Bleaching (% of population)",0,"ERG001",6.25,296.95,6963.73137183059,1916.38541472275,514.504874408245,"Non MPA",NA
"7279",7279,2010,"09-Feb-10","Marsa Nakari North","Egypt",24.9286,34.9635,8.5,"Bleaching (% of population)",0,"ERG001",6.25,296.95,6963.73137183059,1916.38541472275,514.504874408245,"Non MPA",NA
"7280",7280,2011,"12-Nov-11","Marsa Nakari North","Egypt",24.9286,34.9635,3.5,"Bleaching (% of population)",0,"ERG001",5.45,299.67,6963.73137183059,1916.38541472275,514.504874408245,"Non MPA",NA
"7281",7281,2011,"12-Nov-11","Marsa Nakari North","Egypt",24.9286,34.9635,8.5,"Bleaching (% of population)",0,"ERG001",5.45,299.67,6963.73137183059,1916.38541472275,514.504874408245,"Non MPA",NA
"7282",7282,2013,"18-Jun-13","Marsa Nakari North","Egypt",24.9286,34.9635,3.5,"Bleaching (% of population)",0,"ERG001",2.8,299.68,6963.73137183059,1916.38541472275,514.504874408245,"Non MPA",NA
"7283",7283,2013,"18-Jun-13","Marsa Nakari North","Egypt",24.9286,34.9635,8.5,"Bleaching (% of population)",0,"ERG001",2.8,299.68,6963.73137183059,1916.38541472275,514.504874408245,"Non MPA",NA
"7284",7284,2015,"16-Jun-15","Marsa Nakari North","Egypt",24.9286,34.9635,8.5,"Bleaching (% of population)",0,"ERG001",4.83,299.52,6963.73137183059,1916.38541472275,514.504874408245,"Non MPA",NA
"7285",7285,2015,"17-Jun-15","Marsa Nakari North","Egypt",24.9286,34.9635,3.5,"Bleaching (% of population)",0,"ERG001",3.2,299.67,6963.73137183059,1916.38541472275,514.504874408245,"Non MPA",NA
"7286",7286,2005,"10-May-05","Samaka Mogeha (North Marsa Nakari)","Egypt",24.9359,34.958,5,"Bleaching (% of population)",0,"ERG001",2.03,298.59,7075.22255177367,1916.26602137405,515.088431537151,"Non MPA",NA
"7287",7287,2005,"10-May-05","Samaka Mogeha (North Marsa Nakari)","Egypt",24.9359,34.958,10,"Bleaching (% of population)",0,"ERG001",2.03,298.59,7075.22255177367,1916.26602137405,515.088431537151,"Non MPA",NA
"7288",7288,2010,"11-Feb-10","Marsa Nakari South","Egypt",24.9272,34.9647,3.5,"Bleaching (% of population)",0,"ERG001",7.83,297.04,6953.95493311751,1926.25877631027,514.504874408245,"Non MPA",NA
"7289",7289,2010,"11-Feb-10","Marsa Nakari South","Egypt",24.9272,34.9647,8.5,"Bleaching (% of population)",0,"ERG001",7.83,297.04,6953.95493311751,1926.25877631027,514.504874408245,"Non MPA",NA
"7290",7290,2011,"12-Nov-11","Marsa Nakari South","Egypt",24.9272,34.9647,3.5,"Bleaching (% of population)",0,"ERG001",5.45,299.67,6953.95493311751,1926.25877631027,514.504874408245,"Non MPA",NA
"7291",7291,2011,"12-Nov-11","Marsa Nakari South","Egypt",24.9272,34.9647,8.5,"Bleaching (% of population)",0,"ERG001",5.45,299.67,6953.95493311751,1926.25877631027,514.504874408245,"Non MPA",NA
"7292",7292,2013,"18-Jun-13","Marsa Nakari South","Egypt",24.9272,34.9647,3.5,"Bleaching (% of population)",0,"ERG001",2.8,299.68,6953.95493311751,1926.25877631027,514.504874408245,"Non MPA",NA
"7293",7293,2013,"18-Jun-13","Marsa Nakari South","Egypt",24.9272,34.9647,8.5,"Bleaching (% of population)",0,"ERG001",2.8,299.68,6953.95493311751,1926.25877631027,514.504874408245,"Non MPA",NA
"7294",7294,2015,"17-Jun-15","Marsa Nakari South","Egypt",24.9272,34.9647,3.5,"Bleaching (% of population)",0,"ERG001",3.2,299.67,6953.95493311751,1926.25877631027,514.504874408245,"Non MPA",NA
"7295",7295,2015,"17-Jun-15","Marsa Nakari South","Egypt",24.9272,34.9647,8.5,"Bleaching (% of population)",0,"ERG001",3.2,299.67,6953.95493311751,1926.25877631027,514.504874408245,"Non MPA",NA
"7296",7296,2005,"19-Sep-05","Gotta Nakari","Egypt",24.9433,34.9833,6,"Bleaching (% of population)",0,"ERG001",3.01,301.6,6888.31993413288,1825.41927972752,426.524886310101,"Non MPA",NA
"7297",7297,2005,"19-Sep-05","Gotta Nakari","Egypt",24.9433,34.9833,12,"Bleaching (% of population)",0,"ERG001",3.01,301.6,6888.31993413288,1825.41927972752,426.524886310101,"Non MPA",NA
"7298",7298,2006,"13-May-06","Gotta Nakari","Egypt",24.9433,34.9833,12,"Bleaching (% of population)",0,"ERG001",1.18,298.31,6888.31993413288,1825.41927972752,426.524886310101,"Non MPA",NA
"7299",7299,2006,"15-May-06","Shaab Samadai- Pinacle Kebir","Egypt",24.9854,34.9962,12,"Bleaching (% of population)",0,"ERG001",3.56,297.82,7386.813296053,1670.88865653369,373.669063746929,"Non MPA",NA
"7300",7300,2017,"28-May-17","Shaab Nakari, north-east side","Egypt",24.9435,34.9856,3.5,"Bleaching (% of population)",0,"ERG001",0,299.47,6878.42058682758,1815.59553876836,435.761829555035,"Non MPA",NA
"7301",7301,2017,"28-May-17","Shaab Nakari, north-east side","Egypt",24.9435,34.9856,8.5,"Bleaching (% of population)",0,"ERG001",0,299.47,6878.42058682758,1815.59553876836,435.761829555035,"Non MPA",NA
"7302",7302,2009,"19-Dec-09","Wadi Lahami House Reef 1","Egypt",24.2156,35.4309,3.5,"Bleaching (% of population)",0,"ERG001",3.6,297.23,5464.48746534064,1661.39004593715,501.13267781958,"MPA","2003"
"7303",7303,2009,"19-Dec-09","Wadi Lahami House Reef 1","Egypt",24.2156,35.4309,8.5,"Bleaching (% of population)",0,"ERG001",3.6,297.23,5464.48746534064,1661.39004593715,501.13267781958,"MPA","2003"
"7304",7304,2012,"16-Feb-12","Wadi Lahami House Reef 1","Egypt",24.2156,35.4309,3.5,"Bleaching (% of population)",0,"ERG001",1.2,295.44,5464.48746534064,1661.39004593715,501.13267781958,"MPA","2003"
