"","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","human100km","human50km","human25km","MPA","STATUS_YR","pop100km","pop50km","pop25km"
"7220",2015,"20-Jun-15","Marsa Shagra South Reef","Egypt",25.244,34.7986,3.5,"Bleaching (% of population)",0,"ERG001",4.01,299.52,14631.4973551262,1880.30470157359,506.531603882089,"Non MPA",NA,13564.362287265,3782.30655555706,1203.19848504756
"7221",2015,"20-Jun-15","Marsa Shagra South Reef","Egypt",25.244,34.7986,8.5,"Bleaching (% of population)",0,"ERG001",4.01,299.52,14631.4973551262,1880.30470157359,506.531603882089,"Non MPA",NA,13564.362287265,3782.30655555706,1203.19848504756
"7239",2015,"19-Jun-15","Marsa Assalai North","Egypt",25.1576,34.8553,3.5,"Bleaching (% of population)",0,"ERG001",3.59,299.8075,13324.1187994866,1815.51526880953,472.809633204713,"Non MPA",NA,11799.7656084688,3012.49600379076,1086.2135238545
"7240",2015,"19-Jun-15","Marsa Assalai North","Egypt",25.1576,34.8553,8.5,"Bleaching (% of population)",0,"ERG001",3.59,299.8075,13324.1187994866,1815.51526880953,472.809633204713,"Non MPA",NA,11799.7656084688,3012.49600379076,1086.2135238545
"7284",2015,"16-Jun-15","Marsa Nakari North","Egypt",24.9286,34.9635,8.5,"Bleaching (% of population)",0,"ERG001",4.83,299.52,6963.73137183059,1916.38541472275,514.504874408245,"Non MPA",NA,6721.65006213507,2089.32161569502,858.207427833229
"7285",2015,"17-Jun-15","Marsa Nakari North","Egypt",24.9286,34.9635,3.5,"Bleaching (% of population)",0,"ERG001",3.2,299.67,6963.73137183059,1916.38541472275,514.504874408245,"Non MPA",NA,6721.65006213507,2089.32161569502,858.207427833229
"7294",2015,"17-Jun-15","Marsa Nakari South","Egypt",24.9272,34.9647,3.5,"Bleaching (% of population)",0,"ERG001",3.2,299.67,6953.95493311751,1926.25877631027,514.504874408245,"Non MPA",NA,6711.24566960754,2078.88479739334,853.065976176411
"7295",2015,"17-Jun-15","Marsa Nakari South","Egypt",24.9272,34.9647,8.5,"Bleaching (% of population)",0,"ERG001",3.2,299.67,6953.95493311751,1926.25877631027,514.504874408245,"Non MPA",NA,6711.24566960754,2078.88479739334,853.065976176411
"7390",2015,"07-Jan-15","Lighthouse","Egypt",28.4985,34.5198,10,"Bleaching (% of population)",0,"ERG001",0,295.58,190815.995019941,47798.4501629509,6074.60751354694,"Non MPA",NA,224893.940655163,54800.3905776087,9461.9381667655
"7391",2015,"09-Apr-15","Lighthouse","Egypt",28.4985,34.5198,5,"Bleaching (% of population)",0,"ERG001",0,295.26,190815.995019941,47798.4501629509,6074.60751354694,"Non MPA",NA,224893.940655163,54800.3905776087,9461.9381667655
"7392",2015,"04-Sep-15","Lighthouse","Egypt",28.4985,34.5198,10,"Bleaching (% of population)",0,"ERG001",1.23,300.19,190815.995019941,47798.4501629509,6074.60751354694,"Non MPA",NA,224893.940655163,54800.3905776087,9461.9381667655
"7506",2015,"28-Oct-15","Fishnet Mecca","Oman",26.3746,56.3891,4,"Bleaching (% of population)",0,"ERG005",11.13,301.55,426906.875777551,29231.5314090252,3983.88066649437,"Non MPA",NA,801476.967861071,35732.0492430255,7341.0967271924
"7507",2015,"28-Oct-15","Fishnet Mecca","Oman",26.3746,56.3891,7,"Bleaching (% of population)",0,"ERG005",11.13,301.55,426906.875777551,29231.5314090252,3983.88066649437,"Non MPA",NA,801476.967861071,35732.0492430255,7341.0967271924
"7509",2015,"29-Oct-15","Middle Finger (east)","Oman",26.3839,56.3994,3,"Bleaching (% of population)",1,"ERG005",11.13,301.55,427978.780829736,28291.6344585419,3541.68187499046,"Non MPA",NA,807857.955461398,33614.9314386174,4919.5374674201
"7510",2015,"29-Oct-15","Middle Finger (east)","Oman",26.3839,56.3994,6,"Bleaching (% of population)",0,"ERG005",11.13,301.55,427978.780829736,28291.6344585419,3541.68187499046,"Non MPA",NA,807857.955461398,33614.9314386174,4919.5374674201
"7523",2015,"28-Oct-15","Coral Garden","Oman",26.3758,56.4164,3,"Bleaching (% of population)",1,"ERG005",12.45,301.46,431679.042556801,26928.3319461346,3538.7842335701,"Non MPA",NA,792596.890300289,33043.047553353,4823.16329532862
"7524",2015,"28-Oct-15","Coral Garden","Oman",26.3758,56.4164,8,"Bleaching (% of population)",0,"ERG005",12.45,301.46,431679.042556801,26928.3319461346,3538.7842335701,"Non MPA",NA,792596.890300289,33043.047553353,4823.16329532862
"7574",2015,"30-Oct-15","Khayl Island","Oman",26.3427,56.4696,3.5,"Bleaching (% of population)",0,"ERG005",12.05,301.66,416095.055207922,27076.2162384987,3737.05977010727,"Non MPA",NA,727794.229619458,31751.5536072776,4557.05301475525
"7575",2015,"30-Oct-15","Khayl Island","Oman",26.3427,56.4696,7.5,"Bleaching (% of population)",0,"ERG005",12.05,301.66,416095.055207922,27076.2162384987,3737.05977010727,"Non MPA",NA,727794.229619458,31751.5536072776,4557.05301475525
"7587",2015,"29-Oct-15","Pray for Calm","Oman",26.3683,56.5345,4,"Bleaching (% of population)",0,"ERG005",10.1,302.11,412516.764920904,18424.5045228004,2681.15377950668,"Non MPA",NA,751560.963212252,23817.2910042629,3318.78978097439
"7588",2015,"29-Oct-15","Pray for Calm","Oman",26.3683,56.5345,7,"Bleaching (% of population)",1,"ERG005",10.1,302.11,412516.764920904,18424.5045228004,2681.15377950668,"Non MPA",NA,751560.963212252,23817.2910042629,3318.78978097439
"8557",2015,"25-Apr-15","Goat Island","Trinidad & Tobago",11.3013,-60.5082,9,"Bleaching (% of population)",33,"ERG138",0,299.88,121709.783102803,60213.8689556122,20844.7626781464,"Non MPA",NA,85844.1264425814,63606.9217134044,20317.4842310473
"8558",2015,"24-Jan-15","Goat Island","Trinidad & Tobago",11.3015,-60.5204,10.2,"Bleaching (% of population)",50,"ERG138",0,299.36,125077.620993428,60213.8689556122,25012.2158031464,"Non MPA",NA,88417.7986177504,63606.9217134044,23596.0068283603
"8559",2015,"18-Oct-15","Sea Fan Alley","Trinidad & Tobago",11.2557,-60.5387,10,"Bleaching (% of population)",30,"ERG138",3.5075,303.2775,167842.473715596,60213.8689556122,34897.7177562714,"Non MPA",NA,127221.730394274,63606.9217134044,39098.6313310191
"8560",2015,"08-Oct-15","Sanger Rock","Trinidad & Tobago",11.339,-60.5477,12,"Bleaching (% of population)",8,"ERG138",3.11,300.68,120824.420248799,60213.8689556122,25012.2158031464,"Non MPA",NA,84983.2246834338,63606.9217134044,25341.6109839007
"8561",2015,"20-Jan-15","Pirate's Bay","Trinidad & Tobago",11.3282,-60.5505,10.5,"Bleaching (% of population)",0,"ERG138",0.906,299.628,140012.575583272,60213.8689556122,34897.7177562714,"Non MPA",NA,88094.3152491152,63606.9217134044,29544.2067137286
"8562",2015,"11-Apr-15","Pirate's Bay","Trinidad & Tobago",11.3282,-60.5505,10.2,"Bleaching (% of population)",0,"ERG138",0.304,299.598,140012.575583272,60213.8689556122,34897.7177562714,"Non MPA",NA,88094.3152491152,63606.9217134044,29544.2067137286
"8563",2015,"08-Oct-15","Pirate's Bay","Trinidad & Tobago",11.3282,-60.5505,10,"Bleaching (% of population)",6,"ERG138",3.1,301.756,140012.575583272,60213.8689556122,34897.7177562714,"Non MPA",NA,88094.3152491152,63606.9217134044,29544.2067137286
"8564",2015,"19-Feb-15","Landslide","Trinidad & Tobago",11.3331,-60.5561,10.6,"Bleaching (% of population)",27,"ERG138",1.52,299.33,140012.575583272,60213.8689556122,34897.7177562714,"Non MPA",NA,87863.0647875369,63606.9217134044,30673.5342894122
"8567",2015,"19-Feb-15","Booby Island","Trinidad & Tobago",11.3209,-60.5585,8,"Bleaching (% of population)",15,"ERG138",0.304,299.106,143194.694845967,60213.8689556122,34897.7177562714,"Non MPA",NA,92616.8729743063,63606.9217134044,35403.2342973277
"8568",2015,"07-Jun-15","Booby Island","Trinidad & Tobago",11.3209,-60.5585,7,"Bleaching (% of population)",30,"ERG138",0,300.078,143194.694845967,60213.8689556122,34897.7177562714,"Non MPA",NA,92616.8729743063,63606.9217134044,35403.2342973277
"8569",2015,"11-Apr-15","Hermitage","Trinidad & Tobago",11.3265,-60.5753,11,"Bleaching (% of population)",0,"ERG138",0.304,299.598,144886.253927998,60213.8689556122,37107.2983226776,"Non MPA",NA,96965.3189696372,63606.9217134044,40796.0057435557
"8570",2015,"11-Oct-15","Old Rope","Trinidad & Tobago",11.3253,-60.5951,10,"Bleaching (% of population)",8,"ERG138",2.9625,300.665,172076.351462178,60213.8689556122,49301.0112133026,"Non MPA",NA,110624.584018618,63606.9217134044,45983.2276769206
"8582",2015,"31-Jan-15","Aquarium - Indiana","France",16.2399,-61.2852,9,"Bleaching (% of population)",1,"ERG138",1.06,299.9,445957.338460445,355606.179522038,128684.423413277,"MPA",2010,451348.956180543,350480.582211047,144789.844751582
"8586",2015,"03-Feb-15","Marie-Galante - Patka","France",15.8726,-61.31,9,"Bleaching (% of population)",0,"ERG138",1.034,299.698,474835.4927122,271618.833394051,11647.1993627548,"MPA",2010,485759.341039002,282148.305041619,11300.2710059658
"8600",2015,"07-Feb-15","Ilet Gosier Lagon","France",16.1999,-61.4898,0.5,"Bleaching (% of population)",0,"ERG138",2.22,300.14,467273.585072994,402900.933466434,283777.728034973,"MPA",2010,480430.321130782,413963.013784677,301932.518109813
"8620",2015,"30-Jan-15","Port Louis, Pointe des Mangles","France",16.4312,-61.5429,13,"Bleaching (% of population)",0,"ERG138",1.09,299.95,500961.216547489,367865.745051861,206432.326162815,"MPA",2010,519939.48328653,366090.853243612,214617.230646349
"8625",2015,"04-Feb-15","Pointe Cabrit/Les Saintes Terre de Haut","France",15.8764,-61.6017,9,"Bleaching (% of population)",0,"ERG138",2.37,299.64,474835.4927122,330360.524084091,67342.6391897202,"MPA",2010,485759.341039002,337595.907875426,68631.7936232984
"8637",2015,"06-Feb-15","Trois Pointes","France",15.9539,-61.7104,10,"Bleaching (% of population)",0,"ERG138",0,299.74,474835.4927122,337482.648662567,99332.5405569077,"MPA",2010,485759.341039002,345323.736065038,92920.5996709764
"8655",2015,"01-Feb-15","Petite Terre - Lagon","France",16.1751,-61.1056,2,"Bleaching (% of population)",0,"ERG138",1.05,299.75,459612.735612392,220553.880641937,16914.5274972916,"MPA",2010,463244.571290255,217362.688167557,17404.8485871702
"8668",2015,"22-Jun-15","Hot Springs","St Kitts & Nevis",17.1661,-62.6353,14,"Bleaching (% of population)",0,"ERG138",0,300.11,153601.295069054,53113.699632585,37939.1252345443,"MPA",2016,166607.328915466,57218.6833839118,41959.0846090317
"8673",2015,"18-Jun-15","Buggs Hole","St Kitts & Nevis",17.2231,-62.6606,4.5,"Bleaching (% of population)",0,"ERG138",1.16,300.04,163138.664798133,56084.130441606,45367.7170085311,"MPA",2016,180820.991849653,61171.8657681644,50934.2577972412
"8674",2015,"18-Jun-15","Buggs Hole","St Kitts & Nevis",17.2231,-62.6606,12.3,"Bleaching (% of population)",0,"ERG138",1.16,300.04,163138.664798133,56084.130441606,45367.7170085311,"MPA",2016,180820.991849653,61171.8657681644,50934.2577972412
"8684",2015,"25-Jun-15","Donut","St Kitts & Nevis",17.1861,-62.6806,14,"Bleaching (% of population)",0,"ERG138",1.03,299.92,150810.043411605,56084.130441606,43828.8081950545,"MPA",2016,163393.093951587,61145.8452186286,47753.8047876358
"8692",2015,"28-Jan-15","Le Gallion Bowl","France",18.0713,-63.0101,10,"Bleaching (% of population)",0,"ERG138",0.71,299.412,129519.404782735,90022.3490586504,81695.463245891,"MPA",2010,144228.590130359,96862.5691017974,88724.9395436905
"8734",2015,"24-Jun-15","Balneario de Sunbay","Puerto Rico",18.0882,-65.4619,5.3,"Bleaching (% of population)",0,"ERG138",0.556,300.822,2435768.87281357,286792.375428248,10598.057139203,"MPA",1989,2423166.50725244,300635.217733876,9404.86667594308
"8735",2015,"24-Jun-15","Balneario de Sunbay","Puerto Rico",18.0882,-65.4619,8.3,"Bleaching (% of population)",0,"ERG138",0.556,300.822,2435768.87281357,286792.375428248,10598.057139203,"MPA",1989,2423166.50725244,300635.217733876,9404.86667594308
"8736",2015,"13-Mar-15","Palomino","Puerto Rico",18.3478,-65.5708,1.7,"Bleaching (% of population)",0,"ERG138",0,299.39,2579112.70007168,913989.70199256,104611.788748014,"MPA",1980,2563203.0938939,878313.665120173,105637.729486374
"8737",2015,"13-Mar-15","Palomino","Puerto Rico",18.3478,-65.5708,5.8,"Bleaching (% of population)",0,"ERG138",0,299.39,2579112.70007168,913989.70199256,104611.788748014,"MPA",1980,2563203.0938939,878313.665120173,105637.729486374
"8741",2015,"13-Mar-15","Caja de Muertos","Puerto Rico",17.8989,-66.0153,1.4,"Bleaching (% of population)",8,"ERG138",1.02,299.41,3092045.37569438,922992.940797329,138868.620257854,"Non MPA",NA,3054262.60956595,963188.270422818,134925.161970681
"8742",2015,"13-Mar-15","Caja de Muertos","Puerto Rico",17.8989,-66.0153,2.9,"Bleaching (% of population)",8,"ERG138",1.02,299.41,3092045.37569438,922992.940797329,138868.620257854,"Non MPA",NA,3054262.60956595,963188.270422818,134925.161970681
"8750",2015,"23-May-15","Escambron","Puerto Rico",18.469,-66.0908,1.7,"Bleaching (% of population)",0,"ERG138",1.12,300.45,3272961.24180232,2300322.5298214,1319684.91268206,"Non MPA",NA,3240088.46825695,2280294.93851173,1277921.98275923
"8751",2015,"23-May-15","Escambron","Puerto Rico",18.469,-66.0908,3.2,"Bleaching (% of population)",0,"ERG138",1.12,300.45,3272961.24180232,2300322.5298214,1319684.91268206,"Non MPA",NA,3240088.46825695,2280294.93851173,1277921.98275923
"8982",2015,"26-Sep-15","Coral Gardens","Turks & Caicos",21.7859,-72.205,4,"Bleaching (% of population)",65,"ERG141",4.705,303.811666666667,23793.9895764456,22416.8972055297,21315.5113277435,"MPA",1992,30558.3654962715,29215.1521066811,28108.0246838741
"9026",2015,"26-Feb-15","Aviation","Haiti",18.6707,-74.1752,14,"Bleaching (% of population)",0,"ERG138",1.09,300.17,1304177.66324046,588025.053745598,230538.932380676,"MPA",2017,1488967.66957799,671277.460195512,275981.576858461
"9028",2015,"27-Feb-15","Ravine Sable East","Haiti",18.6736,-74.1831,15,"Bleaching (% of population)",0,"ERG138",1.09,300.17,1297019.98660472,574957.471714348,233846.754402161,"MPA",2017,1481292.34641245,659397.664338082,271114.530733705
"9029",2015,"27-Feb-15","Ravine Sable West","Haiti",18.6769,-74.1952,13,"Bleaching (% of population)",0,"ERG138",1.09,300.17,1289222.26754954,561315.990146965,234206.679695129,"MPA",2017,1469802.10259417,642360.209365517,269581.876145005
"9030",2015,"28-Feb-15","Bonbon East","Haiti",18.6747,-74.2353,16,"Bleaching (% of population)",0,"ERG138",1.12,300.17,1256991.07356074,527258.810551018,240700.61566925,"MPA",2017,1435901.52187744,608488.188635021,284023.225213647
"9031",2015,"28-Feb-15","Anse du Clerc East","Haiti",18.6678,-74.2646,8,"Bleaching (% of population)",0,"ERG138",0,300.1,1237246.38819697,514333.019108146,243570.898506165,"MPA",2017,1405357.64454237,590382.412978798,287264.680602431
"9042",2015,"27-Feb-15","Anse d'Azur East","Haiti",18.6618,-74.1434,10,"Bleaching (% of population)",0,"ERG138",1.2175,300.2225,1335878.21467784,627939.461006492,238223.582374573,"MPA",2017,1520197.19063178,719807.957046896,286404.516292155
"9043",2015,"26-Feb-15","Anse d'Azur White House","Haiti",18.6655,-74.1477,7,"Bleaching (% of population)",10,"ERG138",1.22,300.22,1323163.56465343,621594.397041649,235009.415626526,"MPA",2017,1515378.49009648,710503.97351113,284371.432160914
"9044",2015,"26-Feb-15","Anse d'Azur White Patches","Haiti",18.6697,-74.1634,13,"Bleaching (% of population)",0,"ERG138",1.09,300.17,1310945.44058421,592748.159214348,225670.774391174,"MPA",2017,1500722.4721202,688088.784504324,282329.070777833
"9079",2015,"26-Aug-15","Lime Cay","Jamaica",17.9199,-76.8199,4.7,"Bleaching (% of population)",33,"ERG139",0,302.4,2190424.1414835,1537716.95044551,814035.830581665,"MPA",2005,2230961.30588773,1573555.25151673,995768.153674901
"9094",2015,"25-Aug-15","Drunkenman's Cay","Jamaica",17.9019,-76.8459,8.6,"Bleaching (% of population)",6,"ERG139",0,302.05,2209962.05700321,1535475.12483194,798613.29864502,"MPA",2005,2244928.4058986,1560983.85546389,993025.503463089
"9100",2015,"25-Aug-15","Wreck Reef","Jamaica",17.8323,-76.9222,4.7,"Bleaching (% of population)",27,"ERG139",0,302.2675,2237224.4739249,1491603.73506907,358118.47006014,"MPA",1999,2265474.88611701,1498859.82263693,713151.885719851
"9105",2015,"01-Jul-15","Commander Reef","Jamaica",18.4131,-76.944,12.7,"Bleaching (% of population)",0,"ERG139",2.12,302.04,2378242.71119723,1101861.8653717,151631.739425659,"MPA",2010,2381936.01661229,1147563.28539187,164813.365123749
"9109",2015,"02-Jul-15","Golden Eye Coral Garden","Jamaica",18.4124,-76.9454,6.2,"Bleaching (% of population)",0,"ERG139",1.48,301.946666666667,2379023.90730319,1138500.9801178,151631.739425659,"MPA",2010,2386743.36715627,1156999.54355913,166739.100193024
"9115",2015,"01-Jul-15","Outer Bank","Jamaica",18.4108,-76.9485,7.3,"Bleaching (% of population)",0,"ERG139",1.48,301.946666666667,2379023.90730319,1141356.62464905,160402.649581909,"MPA",2010,2392113.8958199,1163681.54083163,168188.073945999
"9119",2015,"03-Jul-15","Boscobel Flat","Jamaica",18.4098,-76.9788,11.2,"Bleaching (% of population)",0,"ERG139",2.24333333333333,301.856666666667,2432673.31428561,1118621.82582092,170440.746749878,"Non MPA",NA,2463447.91655961,1117010.09109062,174928.596654892
"9124",2015,"02-Jul-15","Boscobel West","Jamaica",18.4119,-76.9917,10.5,"Bleaching (% of population)",0,"ERG139",2.64666666666667,301.263333333333,2452787.34504733,1092426.37733459,161936.121749878,"Non MPA",NA,2485850.53450051,1063302.3247866,176461.963209689
"9138",2015,"27-Aug-15","Pigeon Island West","Jamaica",17.7947,-77.0772,4.3,"Bleaching (% of population)",35,"ERG139",1.27,302.85,2351515.03194461,1383497.91272715,232019.91842249,"MPA",1999,2342496.08287787,1479489.64203605,314418.373364061
"9155",2015,"12-Aug-15","Pear Tree Bottom","Jamaica",18.4636,-77.3573,7,"Bleaching (% of population)",0,"ERG139",0,301.71,2562782.1448881,697590.686237335,122704.46919632,"Non MPA",NA,2582774.08512655,575796.303302646,137696.114781857
"9164",2015,"12-Aug-15","Dairy Bull","Jamaica",18.4689,-77.3907,10.3,"Bleaching (% of population)",13,"ERG139",0,301.86,2557654.8760206,693407.337848663,118398.712116241,"Non MPA",NA,2579884.32789293,565933.938787341,136096.021417141
"9184",2015,"03-Nov-15","Oyster Bay","Jamaica",18.4962,-77.6369,9,"Bleaching (% of population)",16,"ERG139",0,302.23,2022715.39846785,621988.507720783,142088.276428223,"Non MPA",NA,1986612.24905585,551054.782112002,139680.288600564
"9190",2015,"03-Nov-15","Relocation 1","Jamaica",18.4987,-77.6389,11.3,"Bleaching (% of population)",3,"ERG139",0,302.23,2014430.74319442,619132.863189533,140360.351623535,"Non MPA",NA,1968669.8948078,545662.967454791,140015.502662301
"9199",2015,"13-Aug-15","Dickies Reef","Jamaica",18.4166,-77.079,4.6,"Bleaching (% of population)",14,"ERG139",0,301.87,2527034.13149235,1019436.76214981,161731.51897049,"MPA",1996,2543012.6861054,814525.486322999,182895.032533407
"9210",2015,"10-Aug-15","Airport Reef West","Jamaica",18.4978,-77.9328,7.3,"Bleaching (% of population)",13,"ERG139",0,302.36,1292245.1307009,542555.034498051,211390.649165943,"MPA",1992,1247985.94260669,521049.3363204,235590.786554694
"9216",2015,"10-Aug-15","Sergeant Major","Jamaica",18.4949,-77.9338,6.7,"Bleaching (% of population)",0,"ERG139",0,301.45,1292245.1307009,542555.034498051,218190.668453053,"MPA",1992,1248583.68590045,525049.004842281,236247.046818137
"9225",2015,"11-Aug-15","Classroom Reef","Jamaica",18.4529,-77.9675,6.1,"Bleaching (% of population)",0,"ERG139",0,301.46,1254586.05669577,548347.993787602,260015.630916432,"MPA",1992,1231371.21138811,539205.219787002,266354.690756798
"9228",2015,"14-May-15","Old Bay","Jamaica",18.0909,-77.9775,7.6,"Bleaching (% of population)",0,"ERG139",0,301.473333333333,1420518.37480529,662128.483236149,154893.500673294,"Non MPA",NA,1390992.73530176,632093.167660832,133755.068525672
"9231",2015,"14-May-15","Sandals Reef","Jamaica",18.0999,-77.9861,6.1,"Bleaching (% of population)",0,"ERG139",0,301.473333333333,1413711.06266768,643918.422689274,156884.044252396,"Non MPA",NA,1371625.92893265,622744.331553578,136038.620663047
"9238",2015,"13-Aug-15","Sewage End","Jamaica",18.4151,-77.1241,8,"Bleaching (% of population)",0,"ERG139",0,301.25,2550317.32746098,972841.533756256,157743.579944611,"MPA",1996,2554407.72636381,730040.199426651,192996.480695009
"9246",2015,"11-Aug-15","Round Hill","Jamaica",18.4668,-78.0153,8.5,"Bleaching (% of population)",5,"ERG139",0,301.49,1155324.0964144,511166.744275883,221265.587825611,"Non MPA",NA,1130921.24250054,505060.959189296,261117.606672525
"9250",2015,"13-May-15","Cottage Reef","Jamaica",18.1219,-78.0182,6.1,"Bleaching (% of population)",1,"ERG139",0,301.345,1335438.94187911,620394.336629704,162940.048509598,"Non MPA",NA,1301791.57155974,577051.160282731,146881.53401792
"9267",2015,"13-May-15","Peter Tosh Reef","Jamaica",18.1365,-78.0383,7.6,"Bleaching (% of population)",0,"ERG139",0,301.16,1306585.61344893,584766.894857243,170915.724077225,"Non MPA",NA,1258915.52316244,554819.044679284,156422.996130347
"9279",2015,"23-Jun-15","Ireland Pen","Jamaica",18.3609,-78.3433,8.3,"Bleaching (% of population)",40,"ERG139",1.05,301.47,772493.459859684,266667.38442786,88748.9766693115,"MPA",2009,813486.004363775,310145.63500762,106784.806198835
"9287",2015,"23-Jun-15","Bloody Bay","Jamaica",18.3423,-78.3556,8.3,"Bleaching (% of population)",0,"ERG139",1.05,301.47,768032.827047184,256413.033353642,88621.8984699249,"MPA",1998,805176.668782949,283823.565951109,103913.391355276
"9304",2015,"24-Jun-15","El Punto Negrilo","Jamaica",18.2618,-78.3663,8.6,"Bleaching (% of population)",0,"ERG139",0,302.01,778194.413839176,237023.237897709,80076.4207954407,"MPA",1998,810725.182836175,242060.246755362,96537.2190263271
"9308",2015,"12-May-15","Long Reef 1","Jamaica",18.1964,-78.1046,7.6,"Bleaching (% of population)",10,"ERG139",0,300.95,1140606.60948737,523992.365384892,195848.406839371,"Non MPA",NA,1131504.80746484,509713.006567121,158669.282279968
"9310",2015,"12-May-15","Long Reef 2","Jamaica",18.1915,-78.1229,8.3,"Bleaching (% of population)",18,"ERG139",0,301.26,1121341.10973151,507492.996488407,184777.181436539,"Non MPA",NA,1101807.44967294,491115.096961141,158748.558871746
"9325",2015,"11-Jun-15","Turtle Rocks","Bahamas",25.6626,-79.3077,5,"Bleaching (% of population)",0,"ERG141",7.96,302.1,1471677.35472725,1401.79616922699,1325.90373516083,"Non MPA",NA,1556165.11361694,2037.34100975096,2017.44410766661
"9326",2015,"27-Aug-15","Turtle Rocks","Bahamas",25.6626,-79.3077,5,"Bleaching (% of population)",138,"ERG141",2.22,303.51,1471677.35472725,1401.79616922699,1325.90373516083,"Non MPA",NA,1556165.11361694,2037.34100975096,2017.44410766661
"9336",2015,"22-Jun-15","The Elbow","USA-FL",25.1429,-80.2582,6,"Bleaching (% of population)",0,"ERG141",7.34,302.58,3010793.07180292,237966.901353661,11640.0651050061,"MPA",1990,3156496.43104459,244017.113682596,10572.1714615061
"9346",2015,"21-Jun-15","French Reef","USA-FL",25.0356,-80.3466,11.7,"Bleaching (% of population)",0,"ERG141",8.69,302.69,2252763.61993033,86562.3554687761,16802.9321645536,"MPA",1990,2374406.38978884,75611.3939815209,16058.1378969694
"9352",2015,"27-Jul-15","Molasses Reef","USA-FL",25.0091,-80.3757,12.5,"Bleaching (% of population)",4,"ERG141",4.03,303.95,2069347.11292128,47328.6757074259,17396.4375795163,"MPA",1990,2192902.2122744,42896.0552511003,16442.5288368032
"9353",2015,"26-Jul-15","Molasses Winch Hole","USA-FL",25.0099,-80.3745,5.7,"Bleaching (% of population)",4,"ERG141",4.03,303.95,2136433.91760878,47328.6757074259,17396.4375795163,"MPA",1990,2196707.32758206,43474.2121092484,16442.5288368032
"9362",2015,"27-Jun-15","Razzle Dazzle Reef","USA-FL",26.2449,-80.0666,15.5,"Bleaching (% of population)",120,"ERG141",6.27,302.03,5611022.28609609,3575951.85538802,1302219.93920898,"Non MPA",NA,5925948.73630187,3723125.42643323,1396092.9826771
"9367",2015,"22-Jun-15","Nursery","USA-FL",26.211,-80.0846,5.4,"Bleaching (% of population)",1,"ERG141",6.14666666666667,301.986666666667,5603408.04429131,3704742.71744713,1418993.54467773,"Non MPA",NA,5905387.01318963,3873818.48838292,1525925.83971655
"9372",2015,"22-Jun-15","Copenhagen Reef","USA-FL",26.2053,-80.0851,5.4,"Bleaching (% of population)",0,"ERG141",6.14666666666667,301.986666666667,5598196.49657738,3713286.57193932,1418993.54467773,"MPA",1994,5902720.52040593,3906342.35033726,1551953.05712378
"9378",2015,"28-Sep-15","West Sambo B","USA-FL",24.4805,-81.713,3,"Bleaching (% of population)",0,"ERG141",11.7,302.98,53052.0141672641,43011.5364684612,33664.6754150391,"MPA",1990,50834.1256029983,41214.9774882913,32308.5476986298
"9379",2015,"28-Sep-15","West Sambo A","USA-FL",24.4796,-81.7167,5,"Bleaching (% of population)",105,"ERG141",11.7,302.98,53052.0141672641,43011.5364684612,33664.6754150391,"MPA",1990,50833.1158940257,41214.5550019861,32331.4592749306
"9470",2015,"10-Jan-15","White Hole Dive Site","Honduras",16.5626,-86.9443,11,"Bleaching (% of population)",0,"ERG136",0,299.31,279345.925762096,14339.7739562988,NA,"Non MPA",NA,322639.172548962,15764.3506806791,NA
"3749",2016,"19-Jul-16","Coral Garden P. Payar","Malaysia",6.06169,100.039,5.5,"Bleaching (% of population)",210,"ERG028",10.51,303.41,3792920.75595421,819066.528262854,617.041854858398,"Non MPA",NA,4272775.70735906,906127.122270133,2.62401431426406
"3753",2016,"19-Jul-16","Singapore Bay","Malaysia",6.06064,100.041,5.7,"Bleaching (% of population)",115,"ERG028",10.51,303.41,3833348.42245094,819066.528262854,617.041854858398,"Non MPA",NA,4278791.95029219,912468.841767814,2.62401431426406
"3756",2016,"18-Jul-16","Langkawi Coral","Malaysia",6.06586,100.043,3,"Bleaching (% of population)",200,"ERG028",10.51,303.41,3828137.31987327,819066.528262854,724.260963439941,"Non MPA",NA,4281103.06583057,924415.990152862,2.62401431426406
"3762",2016,"02-Feb-16","P. Bulah","Malaysia",3.99417,100.534,6,"Bleaching (% of population)",1,"ERG028",2.55,303.44,1462738.17318118,288312.197304964,19380.5963134766,"Non MPA",NA,1994372.75733579,323889.824624969,25248.1511512958
"3765",2016,"02-Feb-16","Site 2 P Lalang","Malaysia",4.00164,100.549,5,"Bleaching (% of population)",0,"ERG028",2.51,304.11,1510238.15094912,309198.099648714,22211.9644775391,"Non MPA",NA,2064542.79785118,347096.17878977,49800.5775345825
"3771",2016,"02-Feb-16","P. Saji (Anemone Garden)","Malaysia",4.0065,100.535,4.5,"Bleaching (% of population)",0,"ERG028",2.51,304.11,1519594.15393984,304936.596322298,23404.5800476074,"Non MPA",NA,2048416.24974043,333176.891640617,43039.320481386
"3776",2016,"02-Feb-16","P. Saji North (Rock Garden)","Malaysia",4.01139,100.535,5,"Bleaching (% of population)",0,"ERG028",2.51,304.11,1526503.12976992,305939.332528353,21180.2143249512,"Non MPA",NA,2065843.71848566,337441.736365749,50560.783468809
